place,datetime,CO2,Temperature_moyenne
Republic of Cyprus,2000-01-01,7108860.0,10.265
Republic of Cyprus,2001-01-01,6982240.0,12.71
Republic of Cyprus,2002-01-01,7170780.0,10.444
Republic of Cyprus,2003-01-01,7560240.0,13.802
Republic of Cyprus,2004-01-01,7787750.0,11.495999999999999
Republic of Cyprus,2005-01-01,7972170.0,12.432
Republic of Cyprus,2006-01-01,8160840.0,11.529000000000002
Republic of Cyprus,2007-01-01,8472610.0,11.562000000000001
Republic of Cyprus,2008-01-01,8634190.0,10.161
Republic of Cyprus,2009-01-01,8382600.0,12.800999999999998
Republic of Cyprus,2010-01-01,8017880.0,13.584000000000001
Republic of Cyprus,2011-01-01,7700200.0,12.824000000000002
Republic of Cyprus,2012-01-01,7169930.0,11.202
Republic of Cyprus,2013-01-01,6494860.0,12.367
Republic of Cyprus,2014-01-01,6878540.0,0.0
Republic of Cyprus,2015-01-01,6902870.0,0.0
Republic of Cyprus,2016-01-01,7307800.0,0.0
Republic of Cyprus,2017-01-01,7514690.0,0.0
Republic of Cyprus,2000-02-01,0.0,11.332
Republic of Cyprus,2000-03-01,0.0,12.707
Republic of Cyprus,2000-04-01,0.0,17.677
Republic of Cyprus,2000-05-01,0.0,21.041999999999998
Republic of Cyprus,2000-06-01,0.0,25.79
Republic of Cyprus,2000-07-01,0.0,28.388
Republic of Cyprus,2000-08-01,0.0,27.741999999999997
Republic of Cyprus,2000-09-01,0.0,25.546999999999997
Republic of Cyprus,2000-10-01,0.0,21.165
Republic of Cyprus,2000-11-01,0.0,17.934
Republic of Cyprus,2000-12-01,0.0,13.715
Republic of Cyprus,2001-02-01,0.0,12.734000000000002
Republic of Cyprus,2001-03-01,0.0,16.715
Republic of Cyprus,2001-04-01,0.0,18.223
Republic of Cyprus,2001-05-01,0.0,21.635
Republic of Cyprus,2001-06-01,0.0,25.065
Republic of Cyprus,2001-07-01,0.0,27.482
Republic of Cyprus,2001-08-01,0.0,28.064
Republic of Cyprus,2001-09-01,0.0,25.572
Republic of Cyprus,2001-10-01,0.0,21.901
Republic of Cyprus,2001-11-01,0.0,16.81
Republic of Cyprus,2001-12-01,0.0,13.23
Republic of Cyprus,2002-02-01,0.0,13.627
Republic of Cyprus,2002-03-01,0.0,15.24
Republic of Cyprus,2002-04-01,0.0,16.624000000000002
Republic of Cyprus,2002-05-01,0.0,20.686
Republic of Cyprus,2002-06-01,0.0,25.098000000000003
Republic of Cyprus,2002-07-01,0.0,28.229
Republic of Cyprus,2002-08-01,0.0,27.78
Republic of Cyprus,2002-09-01,0.0,25.539
Republic of Cyprus,2002-10-01,0.0,22.430999999999997
Republic of Cyprus,2002-11-01,0.0,18.485
Republic of Cyprus,2002-12-01,0.0,12.567
Republic of Cyprus,2003-02-01,0.0,10.67
Republic of Cyprus,2003-03-01,0.0,12.389000000000001
Republic of Cyprus,2003-04-01,0.0,16.619
Republic of Cyprus,2003-05-01,0.0,23.35
Republic of Cyprus,2003-06-01,0.0,25.241999999999997
Republic of Cyprus,2003-07-01,0.0,27.824
Republic of Cyprus,2003-08-01,0.0,28.279
Republic of Cyprus,2003-09-01,0.0,25.288
Republic of Cyprus,2003-10-01,0.0,22.129
Republic of Cyprus,2003-11-01,0.0,17.584
Republic of Cyprus,2003-12-01,0.0,13.645
Republic of Cyprus,2004-02-01,0.0,11.784
Republic of Cyprus,2004-03-01,0.0,14.915
Republic of Cyprus,2004-04-01,0.0,17.137999999999998
Republic of Cyprus,2004-05-01,0.0,20.668000000000003
Republic of Cyprus,2004-06-01,0.0,24.680999999999997
Republic of Cyprus,2004-07-01,0.0,27.768
Republic of Cyprus,2004-08-01,0.0,27.5
Republic of Cyprus,2004-09-01,0.0,25.528000000000002
Republic of Cyprus,2004-10-01,0.0,23.166999999999998
Republic of Cyprus,2004-11-01,0.0,17.746
Republic of Cyprus,2004-12-01,0.0,12.758
Republic of Cyprus,2005-02-01,0.0,11.741
Republic of Cyprus,2005-03-01,0.0,14.72
Republic of Cyprus,2005-04-01,0.0,17.660999999999998
Republic of Cyprus,2005-05-01,0.0,21.153000000000002
Republic of Cyprus,2005-06-01,0.0,24.555999999999997
Republic of Cyprus,2005-07-01,0.0,27.820999999999998
Republic of Cyprus,2005-08-01,0.0,28.096
Republic of Cyprus,2005-09-01,0.0,25.799
Republic of Cyprus,2005-10-01,0.0,20.598000000000003
Republic of Cyprus,2005-11-01,0.0,16.172
Republic of Cyprus,2005-12-01,0.0,14.296
Republic of Cyprus,2006-02-01,0.0,12.445
Republic of Cyprus,2006-03-01,0.0,14.264000000000001
Republic of Cyprus,2006-04-01,0.0,17.608
Republic of Cyprus,2006-05-01,0.0,21.301
Republic of Cyprus,2006-06-01,0.0,25.313000000000002
Republic of Cyprus,2006-07-01,0.0,27.42
Republic of Cyprus,2006-08-01,0.0,28.195
Republic of Cyprus,2006-09-01,0.0,26.070999999999998
Republic of Cyprus,2006-10-01,0.0,21.666
Republic of Cyprus,2006-11-01,0.0,15.970999999999998
Republic of Cyprus,2006-12-01,0.0,12.699000000000002
Republic of Cyprus,2007-02-01,0.0,12.547
Republic of Cyprus,2007-03-01,0.0,14.229000000000001
Republic of Cyprus,2007-04-01,0.0,16.417
Republic of Cyprus,2007-05-01,0.0,21.978
Republic of Cyprus,2007-06-01,0.0,25.869
Republic of Cyprus,2007-07-01,0.0,28.592
Republic of Cyprus,2007-08-01,0.0,28.467
Republic of Cyprus,2007-09-01,0.0,25.864
Republic of Cyprus,2007-10-01,0.0,22.775
Republic of Cyprus,2007-11-01,0.0,17.833
Republic of Cyprus,2007-12-01,0.0,13.210999999999999
Republic of Cyprus,2008-02-01,0.0,11.462
Republic of Cyprus,2008-03-01,0.0,16.621
Republic of Cyprus,2008-04-01,0.0,18.641
Republic of Cyprus,2008-05-01,0.0,21.2
Republic of Cyprus,2008-06-01,0.0,26.191
Republic of Cyprus,2008-07-01,0.0,28.264
Republic of Cyprus,2008-08-01,0.0,28.801
Republic of Cyprus,2008-09-01,0.0,25.873
Republic of Cyprus,2008-10-01,0.0,21.658
Republic of Cyprus,2008-11-01,0.0,18.842
Republic of Cyprus,2008-12-01,0.0,14.023
Republic of Cyprus,2009-02-01,0.0,12.709000000000001
Republic of Cyprus,2009-03-01,0.0,13.661
Republic of Cyprus,2009-04-01,0.0,17.39
Republic of Cyprus,2009-05-01,0.0,21.221999999999998
Republic of Cyprus,2009-06-01,0.0,26.413
Republic of Cyprus,2009-07-01,0.0,28.396
Republic of Cyprus,2009-08-01,0.0,28.322
Republic of Cyprus,2009-09-01,0.0,25.285999999999998
Republic of Cyprus,2009-10-01,0.0,23.323
Republic of Cyprus,2009-11-01,0.0,17.409000000000002
Republic of Cyprus,2009-12-01,0.0,14.956
Republic of Cyprus,2010-02-01,0.0,13.669
Republic of Cyprus,2010-03-01,0.0,15.718
Republic of Cyprus,2010-04-01,0.0,18.211
Republic of Cyprus,2010-05-01,0.0,21.835
Republic of Cyprus,2010-06-01,0.0,25.214000000000002
Republic of Cyprus,2010-07-01,0.0,27.590999999999998
Republic of Cyprus,2010-08-01,0.0,29.787
Republic of Cyprus,2010-09-01,0.0,27.103
Republic of Cyprus,2010-10-01,0.0,22.901
Republic of Cyprus,2010-11-01,0.0,19.915
Republic of Cyprus,2010-12-01,0.0,15.895999999999999
Republic of Cyprus,2011-02-01,0.0,12.772
Republic of Cyprus,2011-03-01,0.0,14.235999999999999
Republic of Cyprus,2011-04-01,0.0,16.995
Republic of Cyprus,2011-05-01,0.0,20.828000000000003
Republic of Cyprus,2011-06-01,0.0,25.15
Republic of Cyprus,2011-07-01,0.0,28.113000000000003
Republic of Cyprus,2011-08-01,0.0,28.476999999999997
Republic of Cyprus,2011-09-01,0.0,26.659000000000002
Republic of Cyprus,2011-10-01,0.0,21.484
Republic of Cyprus,2011-11-01,0.0,15.337
Republic of Cyprus,2011-12-01,0.0,13.308
Republic of Cyprus,2012-02-01,0.0,11.042
Republic of Cyprus,2012-03-01,0.0,13.001
Republic of Cyprus,2012-04-01,0.0,17.59
Republic of Cyprus,2012-05-01,0.0,21.244
Republic of Cyprus,2012-06-01,0.0,25.563000000000002
Republic of Cyprus,2012-07-01,0.0,28.941999999999997
Republic of Cyprus,2012-08-01,0.0,28.773000000000003
Republic of Cyprus,2012-09-01,0.0,26.480999999999998
Republic of Cyprus,2012-10-01,0.0,23.179000000000002
Republic of Cyprus,2012-11-01,0.0,18.952
Republic of Cyprus,2012-12-01,0.0,14.175
Republic of Cyprus,2013-02-01,0.0,13.867
Republic of Cyprus,2013-03-01,0.0,15.312999999999999
Republic of Cyprus,2013-04-01,0.0,17.935
Republic of Cyprus,2013-05-01,0.0,22.725
Republic of Cyprus,2013-06-01,0.0,25.339000000000002
Republic of Cyprus,2013-07-01,0.0,27.209
Republic of Cyprus,2013-08-01,0.0,28.044
Republic of Cyprus,2013-09-01,0.0,0.0
Hellenic Republic,2000-01-01,102982000.0,3.353
Hellenic Republic,2001-01-01,105369000.0,8.02
Hellenic Republic,2002-01-01,105011000.0,4.865
Hellenic Republic,2003-01-01,109083000.0,8.441
Hellenic Republic,2004-01-01,109530000.0,5.228
Hellenic Republic,2005-01-01,113925000.0,6.449
Hellenic Republic,2006-01-01,112465000.0,4.124
Hellenic Republic,2007-01-01,114583000.0,8.363
Hellenic Republic,2008-01-01,111113000.0,6.0120000000000005
Hellenic Republic,2009-01-01,104341000.0,7.377999999999999
Hellenic Republic,2010-01-01,97343000.0,7.09
Hellenic Republic,2011-01-01,94531700.0,6.546
Hellenic Republic,2012-01-01,91417800.0,3.9819999999999998
Hellenic Republic,2013-01-01,81722600.0,6.9270000000000005
Hellenic Republic,2014-01-01,78655800.0,0.0
Hellenic Republic,2015-01-01,74962400.0,0.0
Hellenic Republic,2016-01-01,71373100.0,0.0
Hellenic Republic,2017-01-01,76000400.0,0.0
Hellenic Republic,2000-02-01,0.0,7.087000000000001
Hellenic Republic,2000-03-01,0.0,9.227
Hellenic Republic,2000-04-01,0.0,14.925
Hellenic Republic,2000-05-01,0.0,19.12
Hellenic Republic,2000-06-01,0.0,23.229
Hellenic Republic,2000-07-01,0.0,26.076
Hellenic Republic,2000-08-01,0.0,25.354
Hellenic Republic,2000-09-01,0.0,21.375999999999998
Hellenic Republic,2000-10-01,0.0,15.929
Hellenic Republic,2000-11-01,0.0,13.790999999999999
Hellenic Republic,2000-12-01,0.0,8.613
Hellenic Republic,2001-02-01,0.0,8.318
Hellenic Republic,2001-03-01,0.0,13.584000000000001
Hellenic Republic,2001-04-01,0.0,13.339
Hellenic Republic,2001-05-01,0.0,18.604
Hellenic Republic,2001-06-01,0.0,22.685
Hellenic Republic,2001-07-01,0.0,26.179000000000002
Hellenic Republic,2001-08-01,0.0,26.218000000000004
Hellenic Republic,2001-09-01,0.0,21.932
Hellenic Republic,2001-10-01,0.0,17.596
Hellenic Republic,2001-11-01,0.0,10.967
Hellenic Republic,2001-12-01,0.0,3.737
Hellenic Republic,2002-02-01,0.0,9.78
Hellenic Republic,2002-03-01,0.0,11.186
Hellenic Republic,2002-04-01,0.0,12.809000000000001
Hellenic Republic,2002-05-01,0.0,18.458
Hellenic Republic,2002-06-01,0.0,23.671
Hellenic Republic,2002-07-01,0.0,25.969
Hellenic Republic,2002-08-01,0.0,24.537
Hellenic Republic,2002-09-01,0.0,20.173
Hellenic Republic,2002-10-01,0.0,16.158
Hellenic Republic,2002-11-01,0.0,12.467
Hellenic Republic,2002-12-01,0.0,7.395
Hellenic Republic,2003-02-01,0.0,3.603
Hellenic Republic,2003-03-01,0.0,7.914
Hellenic Republic,2003-04-01,0.0,11.654000000000002
Hellenic Republic,2003-05-01,0.0,19.948
Hellenic Republic,2003-06-01,0.0,24.451999999999998
Hellenic Republic,2003-07-01,0.0,26.03
Hellenic Republic,2003-08-01,0.0,26.324
Hellenic Republic,2003-09-01,0.0,20.633000000000003
Hellenic Republic,2003-10-01,0.0,16.987000000000002
Hellenic Republic,2003-11-01,0.0,12.384
Hellenic Republic,2003-12-01,0.0,7.301
Hellenic Republic,2004-02-01,0.0,7.401
Hellenic Republic,2004-03-01,0.0,10.275
Hellenic Republic,2004-04-01,0.0,13.741
Hellenic Republic,2004-05-01,0.0,16.962
Hellenic Republic,2004-06-01,0.0,22.471999999999998
Hellenic Republic,2004-07-01,0.0,25.229
Hellenic Republic,2004-08-01,0.0,24.791999999999998
Hellenic Republic,2004-09-01,0.0,21.146
Hellenic Republic,2004-10-01,0.0,17.826
Hellenic Republic,2004-11-01,0.0,11.738
Hellenic Republic,2004-12-01,0.0,8.658
Hellenic Republic,2005-02-01,0.0,5.5089999999999995
Hellenic Republic,2005-03-01,0.0,9.78
Hellenic Republic,2005-04-01,0.0,13.395999999999999
Hellenic Republic,2005-05-01,0.0,18.905
Hellenic Republic,2005-06-01,0.0,22.119
Hellenic Republic,2005-07-01,0.0,25.505
Hellenic Republic,2005-08-01,0.0,25.017
Hellenic Republic,2005-09-01,0.0,21.535
Hellenic Republic,2005-10-01,0.0,15.424000000000001
Hellenic Republic,2005-11-01,0.0,10.397
Hellenic Republic,2005-12-01,0.0,8.068
Hellenic Republic,2006-02-01,0.0,6.515
Hellenic Republic,2006-03-01,0.0,10.104
Hellenic Republic,2006-04-01,0.0,14.214
Hellenic Republic,2006-05-01,0.0,18.699
Hellenic Republic,2006-06-01,0.0,22.706
Hellenic Republic,2006-07-01,0.0,24.884
Hellenic Republic,2006-08-01,0.0,26.134
Hellenic Republic,2006-09-01,0.0,21.268
Hellenic Republic,2006-10-01,0.0,16.497
Hellenic Republic,2006-11-01,0.0,10.234
Hellenic Republic,2006-12-01,0.0,7.172999999999999
Hellenic Republic,2007-02-01,0.0,8.195
Hellenic Republic,2007-03-01,0.0,10.885
Hellenic Republic,2007-04-01,0.0,13.952
Hellenic Republic,2007-05-01,0.0,19.336
Hellenic Republic,2007-06-01,0.0,24.573
Hellenic Republic,2007-07-01,0.0,27.226999999999997
Hellenic Republic,2007-08-01,0.0,26.203000000000003
Hellenic Republic,2007-09-01,0.0,20.69
Hellenic Republic,2007-10-01,0.0,16.387999999999998
Hellenic Republic,2007-11-01,0.0,10.872
Hellenic Republic,2007-12-01,0.0,6.315
Hellenic Republic,2008-02-01,0.0,7.162000000000001
Hellenic Republic,2008-03-01,0.0,11.869000000000002
Hellenic Republic,2008-04-01,0.0,14.365
Hellenic Republic,2008-05-01,0.0,18.71
Hellenic Republic,2008-06-01,0.0,23.933000000000003
Hellenic Republic,2008-07-01,0.0,25.864
Hellenic Republic,2008-08-01,0.0,26.537
Hellenic Republic,2008-09-01,0.0,20.739
Hellenic Republic,2008-10-01,0.0,16.398
Hellenic Republic,2008-11-01,0.0,12.695
Hellenic Republic,2008-12-01,0.0,8.375
Hellenic Republic,2009-02-01,0.0,6.811
Hellenic Republic,2009-03-01,0.0,9.6
Hellenic Republic,2009-04-01,0.0,13.655
Hellenic Republic,2009-05-01,0.0,19.377
Hellenic Republic,2009-06-01,0.0,23.159000000000002
Hellenic Republic,2009-07-01,0.0,26.094
Hellenic Republic,2009-08-01,0.0,25.39
Hellenic Republic,2009-09-01,0.0,21.153000000000002
Hellenic Republic,2009-10-01,0.0,16.687
Hellenic Republic,2009-11-01,0.0,12.113
Hellenic Republic,2009-12-01,0.0,10.057
Hellenic Republic,2010-02-01,0.0,8.738
Hellenic Republic,2010-03-01,0.0,10.618
Hellenic Republic,2010-04-01,0.0,14.552
Hellenic Republic,2010-05-01,0.0,19.199
Hellenic Republic,2010-06-01,0.0,22.945999999999998
Hellenic Republic,2010-07-01,0.0,25.79
Hellenic Republic,2010-08-01,0.0,27.178
Hellenic Republic,2010-09-01,0.0,21.61
Hellenic Republic,2010-10-01,0.0,15.241
Hellenic Republic,2010-11-01,0.0,14.627
Hellenic Republic,2010-12-01,0.0,8.866
Hellenic Republic,2011-02-01,0.0,7.476
Hellenic Republic,2011-03-01,0.0,9.612
Hellenic Republic,2011-04-01,0.0,12.859000000000002
Hellenic Republic,2011-05-01,0.0,17.601
Hellenic Republic,2011-06-01,0.0,22.805
Hellenic Republic,2011-07-01,0.0,26.22
Hellenic Republic,2011-08-01,0.0,25.629
Hellenic Republic,2011-09-01,0.0,23.255
Hellenic Republic,2011-10-01,0.0,14.414000000000001
Hellenic Republic,2011-11-01,0.0,9.079
Hellenic Republic,2011-12-01,0.0,7.64
Hellenic Republic,2012-02-01,0.0,5.114
Hellenic Republic,2012-03-01,0.0,10.187999999999999
Hellenic Republic,2012-04-01,0.0,14.485
Hellenic Republic,2012-05-01,0.0,18.484
Hellenic Republic,2012-06-01,0.0,24.049
Hellenic Republic,2012-07-01,0.0,27.565
Hellenic Republic,2012-08-01,0.0,27.000999999999998
Hellenic Republic,2012-09-01,0.0,22.631999999999998
Hellenic Republic,2012-10-01,0.0,18.649
Hellenic Republic,2012-11-01,0.0,13.49
Hellenic Republic,2012-12-01,0.0,6.835
Hellenic Republic,2013-02-01,0.0,8.479
Hellenic Republic,2013-03-01,0.0,10.917
Hellenic Republic,2013-04-01,0.0,15.167
Hellenic Republic,2013-05-01,0.0,20.504
Hellenic Republic,2013-06-01,0.0,23.099
Hellenic Republic,2013-07-01,0.0,25.55
Hellenic Republic,2013-08-01,0.0,26.585
Hellenic Republic,2013-09-01,0.0,0.0
Republic of Estonia,2000-01-01,15362200.0,-3.0439999999999996
Republic of Estonia,2001-01-01,15707900.0,-1.946
Republic of Estonia,2002-01-01,15233300.0,-2.947
Republic of Estonia,2003-01-01,17087200.0,-8.003
Republic of Estonia,2004-01-01,17286600.0,-7.3229999999999995
Republic of Estonia,2005-01-01,17136300.0,-1.538
Republic of Estonia,2006-01-01,16439200.0,-5.737
Republic of Estonia,2007-01-01,20071600.0,-1.685
Republic of Estonia,2008-01-01,17872600.0,-1.271
Republic of Estonia,2009-01-01,14609100.0,-3.2319999999999998
Republic of Estonia,2010-01-01,19014900.0,-12.640999999999998
Republic of Estonia,2011-01-01,19097200.0,-4.731
Republic of Estonia,2012-01-01,17938100.0,-4.836
Republic of Estonia,2013-01-01,19695600.0,-6.346
Republic of Estonia,2014-01-01,18903800.0,0.0
Republic of Estonia,2015-01-01,15891100.0,0.0
Republic of Estonia,2016-01-01,17493500.0,0.0
Republic of Estonia,2017-01-01,19809300.0,0.0
Republic of Estonia,2000-02-01,0.0,-1.483
Republic of Estonia,2000-03-01,0.0,-0.136
Republic of Estonia,2000-04-01,0.0,7.943
Republic of Estonia,2000-05-01,0.0,11.009
Republic of Estonia,2000-06-01,0.0,14.569
Republic of Estonia,2000-07-01,0.0,16.9
Republic of Estonia,2000-08-01,0.0,15.89
Republic of Estonia,2000-09-01,0.0,10.152000000000001
Republic of Estonia,2000-10-01,0.0,8.539
Republic of Estonia,2000-11-01,0.0,3.694
Republic of Estonia,2000-12-01,0.0,0.07200000000000001
Republic of Estonia,2001-02-01,0.0,-5.562
Republic of Estonia,2001-03-01,0.0,-2.491
Republic of Estonia,2001-04-01,0.0,6.472
Republic of Estonia,2001-05-01,0.0,10.502
Republic of Estonia,2001-06-01,0.0,14.595999999999998
Republic of Estonia,2001-07-01,0.0,20.998
Republic of Estonia,2001-08-01,0.0,16.668
Republic of Estonia,2001-09-01,0.0,12.369000000000002
Republic of Estonia,2001-10-01,0.0,7.87
Republic of Estonia,2001-11-01,0.0,0.08800000000000001
Republic of Estonia,2001-12-01,0.0,-7.888
Republic of Estonia,2002-02-01,0.0,-0.345
Republic of Estonia,2002-03-01,0.0,1.2919999999999998
Republic of Estonia,2002-04-01,0.0,5.83
Republic of Estonia,2002-05-01,0.0,12.963
Republic of Estonia,2002-06-01,0.0,16.471
Republic of Estonia,2002-07-01,0.0,19.523
Republic of Estonia,2002-08-01,0.0,18.923
Republic of Estonia,2002-09-01,0.0,11.68
Republic of Estonia,2002-10-01,0.0,1.4240000000000002
Republic of Estonia,2002-11-01,0.0,-1.367
Republic of Estonia,2002-12-01,0.0,-8.908
Republic of Estonia,2003-02-01,0.0,-6.017
Republic of Estonia,2003-03-01,0.0,-1.088
Republic of Estonia,2003-04-01,0.0,2.932
Republic of Estonia,2003-05-01,0.0,11.28
Republic of Estonia,2003-06-01,0.0,13.806
Republic of Estonia,2003-07-01,0.0,20.347
Republic of Estonia,2003-08-01,0.0,16.317999999999998
Republic of Estonia,2003-09-01,0.0,12.112
Republic of Estonia,2003-10-01,0.0,4.244
Republic of Estonia,2003-11-01,0.0,2.445
Republic of Estonia,2003-12-01,0.0,-0.43
Republic of Estonia,2004-02-01,0.0,-4.328
Republic of Estonia,2004-03-01,0.0,-0.35
Republic of Estonia,2004-04-01,0.0,5.434
Republic of Estonia,2004-05-01,0.0,10.575
Republic of Estonia,2004-06-01,0.0,13.818
Republic of Estonia,2004-07-01,0.0,17.059
Republic of Estonia,2004-08-01,0.0,17.535
Republic of Estonia,2004-09-01,0.0,12.724
Republic of Estonia,2004-10-01,0.0,6.284
Republic of Estonia,2004-11-01,0.0,0.113
Republic of Estonia,2004-12-01,0.0,-0.251
Republic of Estonia,2005-02-01,0.0,-6.442
Republic of Estonia,2005-03-01,0.0,-5.709
Republic of Estonia,2005-04-01,0.0,4.703
Republic of Estonia,2005-05-01,0.0,10.863
Republic of Estonia,2005-06-01,0.0,14.655999999999999
Republic of Estonia,2005-07-01,0.0,18.917
Republic of Estonia,2005-08-01,0.0,16.837
Republic of Estonia,2005-09-01,0.0,13.31
Republic of Estonia,2005-10-01,0.0,7.447
Republic of Estonia,2005-11-01,0.0,2.872
Republic of Estonia,2005-12-01,0.0,-3.8989999999999996
Republic of Estonia,2006-02-01,0.0,-8.609
Republic of Estonia,2006-03-01,0.0,-4.976
Republic of Estonia,2006-04-01,0.0,4.768
Republic of Estonia,2006-05-01,0.0,11.165
Republic of Estonia,2006-06-01,0.0,16.335
Republic of Estonia,2006-07-01,0.0,19.214000000000002
Republic of Estonia,2006-08-01,0.0,18.023
Republic of Estonia,2006-09-01,0.0,14.373
Republic of Estonia,2006-10-01,0.0,8.449
Republic of Estonia,2006-11-01,0.0,2.359
Republic of Estonia,2006-12-01,0.0,3.0180000000000002
Republic of Estonia,2007-02-01,0.0,-9.376
Republic of Estonia,2007-03-01,0.0,3.825
Republic of Estonia,2007-04-01,0.0,5.297999999999999
Republic of Estonia,2007-05-01,0.0,12.037
Republic of Estonia,2007-06-01,0.0,16.316
Republic of Estonia,2007-07-01,0.0,17.459
Republic of Estonia,2007-08-01,0.0,18.623
Republic of Estonia,2007-09-01,0.0,11.857000000000001
Republic of Estonia,2007-10-01,0.0,6.776
Republic of Estonia,2007-11-01,0.0,0.136
Republic of Estonia,2007-12-01,0.0,0.7040000000000001
Republic of Estonia,2008-02-01,0.0,0.727
Republic of Estonia,2008-03-01,0.0,0.7
Republic of Estonia,2008-04-01,0.0,6.837999999999999
Republic of Estonia,2008-05-01,0.0,10.888
Republic of Estonia,2008-06-01,0.0,15.015999999999998
Republic of Estonia,2008-07-01,0.0,17.186
Republic of Estonia,2008-08-01,0.0,16.294
Republic of Estonia,2008-09-01,0.0,10.624
Republic of Estonia,2008-10-01,0.0,8.389
Republic of Estonia,2008-11-01,0.0,2.551
Republic of Estonia,2008-12-01,0.0,-0.728
Republic of Estonia,2009-02-01,0.0,-4.526
Republic of Estonia,2009-03-01,0.0,-0.8079999999999999
Republic of Estonia,2009-04-01,0.0,5.58
Republic of Estonia,2009-05-01,0.0,11.605
Republic of Estonia,2009-06-01,0.0,14.485999999999999
Republic of Estonia,2009-07-01,0.0,17.558
Republic of Estonia,2009-08-01,0.0,16.439
Republic of Estonia,2009-09-01,0.0,13.600999999999999
Republic of Estonia,2009-10-01,0.0,4.428999999999999
Republic of Estonia,2009-11-01,0.0,2.35
Republic of Estonia,2009-12-01,0.0,-4.74
Republic of Estonia,2010-02-01,0.0,-7.847
Republic of Estonia,2010-03-01,0.0,-1.94
Republic of Estonia,2010-04-01,0.0,5.465
Republic of Estonia,2010-05-01,0.0,12.769
Republic of Estonia,2010-06-01,0.0,15.122
Republic of Estonia,2010-07-01,0.0,22.331999999999997
Republic of Estonia,2010-08-01,0.0,18.680999999999997
Republic of Estonia,2010-09-01,0.0,11.772
Republic of Estonia,2010-10-01,0.0,4.643
Republic of Estonia,2010-11-01,0.0,0.183
Republic of Estonia,2010-12-01,0.0,-8.023
Republic of Estonia,2011-02-01,0.0,-10.485
Republic of Estonia,2011-03-01,0.0,-1.4180000000000001
Republic of Estonia,2011-04-01,0.0,5.751
Republic of Estonia,2011-05-01,0.0,11.117
Republic of Estonia,2011-06-01,0.0,17.632
Republic of Estonia,2011-07-01,0.0,20.888
Republic of Estonia,2011-08-01,0.0,17.206
Republic of Estonia,2011-09-01,0.0,13.440999999999999
Republic of Estonia,2011-10-01,0.0,7.564
Republic of Estonia,2011-11-01,0.0,3.9960000000000004
Republic of Estonia,2011-12-01,0.0,1.423
Republic of Estonia,2012-02-01,0.0,-9.498
Republic of Estonia,2012-03-01,0.0,-0.036000000000000004
Republic of Estonia,2012-04-01,0.0,4.89
Republic of Estonia,2012-05-01,0.0,11.796
Republic of Estonia,2012-06-01,0.0,13.914000000000001
Republic of Estonia,2012-07-01,0.0,18.625
Republic of Estonia,2012-08-01,0.0,16.004
Republic of Estonia,2012-09-01,0.0,13.015
Republic of Estonia,2012-10-01,0.0,6.224
Republic of Estonia,2012-11-01,0.0,2.7489999999999997
Republic of Estonia,2012-12-01,0.0,-7.015
Republic of Estonia,2013-02-01,0.0,-3.075
Republic of Estonia,2013-03-01,0.0,-6.571000000000001
Republic of Estonia,2013-04-01,0.0,3.424
Republic of Estonia,2013-05-01,0.0,14.249
Republic of Estonia,2013-06-01,0.0,18.11
Republic of Estonia,2013-07-01,0.0,18.247
Republic of Estonia,2013-08-01,0.0,17.656
Republic of Estonia,2013-09-01,0.0,0.0
Republic of Latvia,2000-01-01,7099050.0,-2.932
Republic of Latvia,2001-01-01,7516330.0,-1.903
Republic of Latvia,2002-01-01,7542930.0,-2.5669999999999997
Republic of Latvia,2003-01-01,7740670.0,-6.4910000000000005
Republic of Latvia,2004-01-01,7750960.0,-7.35
Republic of Latvia,2005-01-01,7835160.0,-1.329
Republic of Latvia,2006-01-01,8333310.0,-6.706
Republic of Latvia,2007-01-01,8655060.0,-0.638
Republic of Latvia,2008-01-01,8218720.0,-1.444
Republic of Latvia,2009-01-01,7480700.0,-3.1
Republic of Latvia,2010-01-01,8646960.0,-12.257
Republic of Latvia,2011-01-01,7882680.0,-3.8680000000000003
Republic of Latvia,2012-01-01,7583860.0,-4.317
Republic of Latvia,2013-01-01,7423590.0,-6.877999999999999
Republic of Latvia,2014-01-01,7238750.0,0.0
Republic of Latvia,2015-01-01,7333660.0,0.0
Republic of Latvia,2016-01-01,7263620.0,0.0
Republic of Latvia,2017-01-01,7166820.0,0.0
Republic of Latvia,2000-02-01,0.0,-0.395
Republic of Latvia,2000-03-01,0.0,0.87
Republic of Latvia,2000-04-01,0.0,9.597000000000001
Republic of Latvia,2000-05-01,0.0,11.984000000000002
Republic of Latvia,2000-06-01,0.0,15.134
Republic of Latvia,2000-07-01,0.0,16.762999999999998
Republic of Latvia,2000-08-01,0.0,16.009
Republic of Latvia,2000-09-01,0.0,10.217
Republic of Latvia,2000-10-01,0.0,8.798
Republic of Latvia,2000-11-01,0.0,3.918
Republic of Latvia,2000-12-01,0.0,0.002
Republic of Latvia,2001-02-01,0.0,-4.353
Republic of Latvia,2001-03-01,0.0,-0.9179999999999999
Republic of Latvia,2001-04-01,0.0,7.497999999999999
Republic of Latvia,2001-05-01,0.0,11.617
Republic of Latvia,2001-06-01,0.0,14.934000000000001
Republic of Latvia,2001-07-01,0.0,21.324
Republic of Latvia,2001-08-01,0.0,17.26
Republic of Latvia,2001-09-01,0.0,12.161
